#{"t_start": 1789350253.154662, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
14.999286,29,2.734207,13.783318332153433,-0.11312160576143067,29,0.0
-6.145121,14,2.736938,-6.1451214638159035,-0.1528098025415781,14,0.0
11.917163,29,2.74502,10.666506397186629,-0.13791714214255782,29,0.0
0.966774,19,2.749751,0.6036984138878363,-0.13870836527334465,19,0.0
0.675389,14,2.752332,0.6753889295396829,-0.09829472563936677,14,0.0
5.939957,27,2.760231,4.840542966337849,-0.16858907905630044,27,0.0
24.67389,41,2.773086,22.832080271830513,-0.13628924073808113,41,0.0
1.444106,34,2.964831,-0.13142048223970004,-0.26423111099469304,34,0.0
7.562092,21,2.970792,6.992023998301289,-0.10358642168519794,21,0.0
101.487691,85,3.000332,98.90827527259088,0.12149022831962114,85,0.0
0.818666,22,3.005758,0.16083897624401855,-0.16613207628505272,22,0.0
19.434861,35,3.016275,17.88426350561053,-0.12808264093353686,35,0.0
28.405939,42,3.029416,26.58928977282792,-0.1143014905850158,42,0.0
5.230452,39,3.042195,3.422200134420051,-0.27560925293909216,39,0.0
-3.258544,12,3.044617,-3.258544492521184,-0.1137499971854303,12,0.0
-2.019467,16,3.04803,-2.1286895290552152,-0.13661562485085763,16,0.0
-3.206757,15,3.051022,-3.2067568171655183,-0.1372811536704208,15,0.0
8.115907,23,3.057106,7.485275269884912,-0.1156075750506236,23,0.0
17.10714,35,3.067964,15.617646601456574,-0.1461893794951187,35,0.0
0.510475,17,3.071877,0.30163962336855044,-0.12523052216964647,17,0.0
7.305912,26,3.079401,6.378980959971477,-0.1483566255445887,26,0.0
7.020818,28,3.087309,5.828517279814846,-0.16865649024774204,28,0.0
12.4872,37,3.098652,10.844285865283009,-0.2002491035836458,37,0.0
-0.00442,11,3.100826,-0.004419902341262105,-0.07977501491691402,11,0.0
4.87366,28,3.108885,3.7064832363754276,-0.18566839395760615,28,0.0
16.267721,42,3.307067,14.429037288464137,-0.2115156324678697,42,0.0
12.725228,57,3.327922,10.361820748900021,-0.3637880077622089,57,0.0
-5.168814,20,3.333851,-5.638421052339963,-0.1965782624695041,20,0.0
10.605554,32,3.343721,9.44816371343693,-0.17159846529650408,32,0.0
-2.228556,23,3.3504,-2.975379330707155,-0.19916865664549468,23,0.0
23.699753,51,3.367166,21.547602624643282,-0.22639561303044362,51,0.0
2.024955,12,3.369506,2.0249546832795637,-0.07149373734357253,12,0.0
-2.217112,16,3.373521,-2.3269371878829705,-0.1382004165021769,16,0.0
8.237615,45,3.38896,6.3468672594258555,-0.30021397444575615,45,0.0
-5.641987,13,3.391848,-5.641987289311597,-0.14080141383696534,13,0.0
6.665025,24,3.398782,5.8066756111409985,-0.13693098305383436,24,0.0
-10.339401,95,3.433936,-12.967535185508993,-0.8533091431720936,95,0.0
9.998507,27,3.441543,8.989932615126769,-0.13536750766083,27,0.0
0.153658,25,3.448618,-0.7200616738236031,-0.19718898041392752,25,0.0
47.838863,65,3.651865,45.47809653296838,-0.1465839128313957,65,0.0
16.414898,30,3.660986,15.100207595494613,-0.11043384619716526,30,0.0
5.97821,20,3.666181,5.4965598107720055,-0.10751922811656499,20,0.0
27.471477,39,3.678335,25.682031986388424,-0.09763012923698089,39,0.0
3.506268,26,3.685594,2.4862062799678144,-0.17946547099562069,26,0.0
43.136919,65,3.707322,40.67043869691278,-0.18497134489107278,65,0.0
-6.9859,17,3.711075,-7.192151284336021,-0.18511225695113206,17,0.0
16.982023,38,3.723496,15.191483734517213,-0.17348728642805036,38,0.0
39.152527,59,3.743949,36.82669135474175,-0.16796268915803775,59,0.0
8.688247,43,3.75673,6.874216235493813,-0.2799001552256231,43,0.0
