#{"t_start": 1789349340.647104, "env_id": "Walker2d-v5"}
r,l,t,task_return
5.987268,16,2.231874,-1.2952706939251222
21.337307,19,2.256768,2.733819235624573
0.0,10,2.269608,-3.8169383209241285
0.0,13,2.284453,-0.8782858677662904
40.512028,23,2.313309,-4.652597022896768
83.750832,36,2.357896,11.93994394114283
21.894823,19,2.37954,-1.4292526516292854
55.626961,27,2.414342,-0.19508659744469736
0.0,8,2.423676,-2.841297804707838
15.697586,18,2.442826,3.707159832632219
45.497452,25,2.47474,-0.4488023055289685
0.0,13,2.48865,-0.6548636653558033
0.0,13,2.501969,-1.7343277827357257
65.599518,29,2.537746,3.879523928792098
0.0,12,2.553705,-0.43104477422872106
0.0,15,2.572831,-1.0443494956120265
77.713783,33,2.618037,12.479938861696906
0.0,13,2.633351,-2.0190403498826486
16.242851,18,2.655783,-8.322721756500972
0.0,12,2.670361,-2.311032377589672
36.74802,23,2.701438,-3.2685200847082583
33.90834,22,2.727347,9.351818495660417
0.0,14,2.743441,0.7980605345950069
69.98632,31,2.784708,8.87174111934359
0.0,14,2.798062,0.2054635491981036
125.863014,61,2.870622,27.81107554691158
0.0,13,2.887164,-7.3845169279303695
20.0949,19,2.90431,3.26809239908643
0.0,14,2.9175,-0.8869802915705689
0.0,10,2.927892,-1.4940535455862343
0.0,11,2.942895,-5.121963276423652
33.746868,22,2.963717,3.3615344586365157
0.0,12,2.97729,-1.2814643753343757
31.712646,21,2.998415,2.040093753425329
0.0,9,3.009291,-2.2544709057232493
75.918053,34,3.046855,8.013918354069217
24.391331,20,3.068748,-5.945336632156138
0.0,15,3.08094,7.400531485232704
37.702961,22,3.103811,4.145947733607931
0.0,13,3.118241,-2.195947187110019
0.0,10,3.130624,-2.7858845219031103
0.0,10,3.139964,-1.1770298904358534
20.971579,19,3.162379,-1.9323699763167537
25.610195,20,3.184788,5.134831718083031
0.0,11,3.197182,0.4750207691256483
11.047654,17,3.215381,-2.0451453472211814
32.268219,22,3.241019,0.47778047714358074
0.0,11,3.251101,-0.6949304252952699
0.0,10,3.260866,-2.120445537029702
20.678045,19,3.285534,0.34018950155997985
11.128448,17,3.303801,0.023800197249367994
0.0,13,3.316645,-2.943670449202282
30.391876,21,3.342576,-7.2339143710921325
46.106503,25,3.370024,0.5249958098363312
0.0,12,3.382288,-4.643538771962822
21.498751,19,3.694144,1.684633643768178
30.64691,21,3.721141,-9.355664485825157
49.089874,25,3.752794,-8.615491726698208
51.221634,27,3.789117,-1.2969245370734568
30.34466,21,3.815465,1.6552422173538026
87.88549,36,3.867119,-2.78509669592982
0.0,15,3.887042,-3.6898954233732697
107.820946,44,3.940397,-8.15623937319754
44.503601,25,3.970037,5.677059471103055
59.914043,28,4.006234,4.139620453893198
23.843908,20,4.03797,-8.96055214434346
0.0,10,4.050857,-3.684171765026229
36.996334,23,4.077394,-6.079932209644909
5.92595,16,4.096204,-0.17361947446988257
0.0,11,4.10675,0.44269867373162297
11.016676,17,4.128899,1.0517703839880268
0.0,15,4.147039,1.41739280251424
21.737745,19,4.168461,-7.788720445593295
64.639816,29,4.208447,-4.88270297566544
5.921476,16,4.230262,-4.034126890707987
37.829132,23,4.259526,1.371544223946527
0.0,13,4.275575,-4.194206859760352
0.0,13,4.288912,-1.5508552373009845
63.630974,29,4.329997,10.046211751074614
117.962784,55,4.396396,3.7653188604907886
5.964658,16,4.422161,-8.074351177068609
82.812912,33,4.467399,23.5967338150853
44.905865,24,4.499574,-6.295450138568897
5.884522,16,4.518843,3.8259170050321436
5.826118,16,4.53699,-6.397950734871584
16.93795,18,4.564285,7.044906039044783
24.683977,20,4.587613,7.576471105714882
27.004948,20,4.616019,0.26277461016676573
0.0,15,4.63607,1.531584312892392
46.129208,25,4.665972,-3.061172916382257
0.0,15,4.684727,-2.5934046122103123
0.0,13,4.702686,-3.7270210961708514
85.411491,36,4.747508,6.033594521939342
65.833939,30,4.809036,-1.0899181381352958
82.408981,34,4.854925,10.661712464175926
98.33786,41,4.912895,3.9450723817185462
16.488756,18,4.933296,0.06496238730664938
0.0,10,4.946366,-2.9687827048105433
72.457382,32,4.988148,-10.8863506950606
88.057129,37,5.042715,5.791116036653186
0.0,10,5.342461,-3.6365149264817758
50.087177,26,5.38293,-1.786575323708158
94.018188,40,5.449619,25.173021805512555
94.288582,39,5.504088,14.253060562871443
35.589619,22,5.533679,-1.2254385702027764
94.638588,37,5.587681,29.33353105081869
20.23304,19,5.614074,1.4875835154600545
73.828171,32,5.655757,4.220006701857091
15.95096,18,5.679058,4.47223074963168
98.029045,40,5.744054,24.8104111293427
