#{"t_start": 1789349340.644244, "env_id": "Walker2d-v5"}
r,l,t,task_return
11.34627,17,2.236539,-2.7685874616485884
45.580566,25,2.267888,8.120549439011873
0.0,9,2.280227,-1.4964595830269378
30.308203,21,2.301706,2.1748321427276056
0.0,14,2.323438,-1.0917543909068284
0.0,9,2.333477,-1.79276963388749
0.0,9,2.346036,-4.154494076504897
0.0,15,2.362855,-0.1773900311609593
0.0,13,2.376309,-2.9968011617102355
30.371113,21,2.403223,-1.1549281658686945
16.000952,18,2.426341,-3.580710272053146
0.0,8,2.434261,-6.350667403343126
0.0,11,2.446608,-3.547857540599801
24.90313,20,2.471859,-3.4546445729450284
21.403526,19,2.493552,5.80021802734789
0.0,10,2.503223,-6.117027980679182
0.0,12,2.518134,-3.1436855294223625
0.0,11,2.52965,-5.565538608395204
0.0,13,2.548515,-3.2441100994826564
27.279299,21,2.575411,-3.149315681309689
16.025324,18,2.599795,-2.4050756786287106
11.474894,17,2.623691,-7.252592245705552
33.836292,22,2.650574,3.7801769318733407
43.202377,24,2.680782,-12.253096197844703
20.209501,19,2.705403,-1.9470195108932788
34.866787,22,2.731454,-3.8088358123302184
64.219238,30,2.768637,2.0193035391096292
0.0,11,2.783426,-0.4680909944538587
0.0,9,2.79305,-1.2874026537702714
6.019193,16,2.810317,0.6208562004004896
68.094543,30,2.845175,3.848455557363235
78.013298,34,2.888204,22.733184418992636
16.278189,18,2.903335,7.346801276181561
16.011698,18,2.921168,0.3902359676722844
29.445978,21,2.946785,3.1891539562253532
34.850708,22,2.967573,7.233909694789225
31.662298,21,2.989151,-4.877783687142396
16.230682,18,3.009845,2.819175903190593
35.804733,22,3.032128,0.5340160867228142
11.290272,17,3.052527,-4.9138629641829485
16.58655,18,3.072621,0.151158637014551
20.249266,19,3.089492,-3.8106337131844734
0.0,11,3.099483,-1.1897852950013534
20.680515,19,3.120898,3.6924398996516823
0.0,10,3.133314,-8.20297041489583
0.0,11,3.143615,-8.613473391530503
0.0,13,3.157158,0.5076666083697263
20.792561,19,3.17961,-0.6557813305053499
0.0,10,3.19179,-7.257270172026008
58.612457,28,3.223676,4.650316613582969
30.069771,21,3.247156,-8.103684088768302
31.262436,21,3.267746,1.954778069464254
0.0,9,3.279436,-5.323457258310745
84.040268,34,3.316351,11.174795187492078
34.567448,22,3.342549,-4.458420596977631
66.532318,29,3.375197,-5.881399404913404
48.292877,25,3.40068,-7.051819025245969
26.32851,20,3.715847,-2.5959349371716725
61.294342,29,3.754115,2.1436124496987645
37.085918,23,3.785182,-0.8959679676741341
83.972458,37,3.83315,3.4809059980960315
55.52747,28,3.875513,10.305583615272123
24.843254,20,3.900494,6.238158356846121
102.091896,40,3.947112,10.184117291968784
5.93156,16,3.966812,-6.908394737081167
47.755676,25,3.996981,3.3147048256360447
16.307211,18,4.023627,-1.9703332063429624
5.902561,16,4.048502,0.5761477836214299
35.900909,22,4.073677,4.60984348389624
0.0,12,4.087609,1.3182328310259857
21.058252,19,4.108513,3.658824093566987
11.55391,17,4.129865,4.185286356730277
31.437057,21,4.155358,5.688048973527476
33.786564,22,4.181783,-13.351529907835577
103.341881,46,4.2441,17.815279440909872
83.638634,34,4.285361,-9.721435769834535
54.667698,27,4.321989,9.585310950726718
42.596458,23,4.349703,-3.5504573085783058
10.96625,17,4.371205,-0.959245594008355
89.728935,35,4.419509,8.061428914432797
5.803215,16,4.437976,-2.5493789668333373
67.947678,29,4.482043,-4.949380415627013
0.0,11,4.495977,-4.221971680006078
25.935863,20,4.52021,8.42039108645629
98.533531,40,4.573664,5.768659236831525
86.348198,35,4.618274,0.25005673643748727
0.0,13,4.636339,1.234400217257816
21.579388,19,4.65693,6.633402415364039
0.0,12,4.675198,-8.51159478907718
24.880056,20,4.701074,0.3049082609492191
70.82933,33,4.740342,3.0958273672540537
10.831783,17,4.777922,-10.531856175486556
59.453835,30,4.827477,-2.963890968139395
0.0,12,4.839406,-1.9717847093242387
87.896698,39,4.895619,-1.7033047551000573
0.0,12,4.912243,-0.7987007995365458
31.87042,22,4.938897,-2.3136684590306866
0.0,14,4.955841,-0.2610698560472611
0.0,12,4.970718,-2.6474311738456646
40.46455,23,5.000333,6.910300944641311
67.276016,29,5.333864,9.470678651657467
57.677071,28,5.374965,-8.52300020915405
118.653984,52,5.459023,9.576309573332512
0.0,12,5.474285,-8.079690905441822
26.618801,20,5.504271,-2.026037752482657
85.317345,35,5.553416,7.901421936244896
85.191299,37,5.608571,-4.864111213929513
0.0,13,5.622527,-0.29173469513279826
34.498585,22,5.650781,0.6065289660519895
61.543781,29,5.690343,3.7224254084839643
19.174925,19,5.720091,3.0266559621771854
34.362579,22,5.757035,-3.5337044860463287
120.035461,54,5.840312,-0.7088605977767786
0.0,15,5.862766,-1.3541904110846328
99.356934,43,5.930924,-3.2823969233644865
33.356686,22,5.959609,-9.998810645695215
0.0,12,5.977719,-3.1390641995621285
140.889359,87,6.114005,22.964261328566135
16.211176,18,6.140533,-4.814241494524243
76.225967,33,6.189547,-8.646179817093326
62.913036,29,6.230425,11.119910038413636
