#{"t_start": 1789349340.638219, "env_id": "Walker2d-v5"}
r,l,t,task_return
16.14562,18,2.243396,6.465635752135984
0.0,9,2.255251,-3.484381371682395
16.456083,18,2.277338,-3.5653665374762076
31.331261,21,2.300502,-0.6963133817934535
39.214142,23,2.333382,-6.908306809685601
0.0,10,2.344371,-4.739414724074235
0.0,14,2.361053,1.5980536505665464
40.526512,23,2.387394,2.548341007762737
36.461227,22,2.414932,-3.604299941132978
24.217571,20,2.438688,0.0729609608378099
46.033047,24,2.467018,-4.25875043925847
20.205259,19,2.49124,-6.769398290354294
0.0,13,2.503425,-3.1049597366223742
0.0,15,2.521507,-3.2200530465609316
0.0,7,2.528655,-4.722157580984627
0.0,13,2.545397,-1.3361314000240576
15.778091,18,2.5694,-8.848532266630531
0.0,8,2.579087,-3.088068999714193
39.57663,23,2.61131,6.966314889329972
58.993374,27,2.644822,7.411305613091105
25.032015,20,2.670529,2.836804349034127
0.0,11,2.684744,-0.6312759341522963
0.0,12,2.699774,1.5265230612774083
38.760696,23,2.726969,-0.42140624737118015
16.313408,18,2.749654,-3.526787985594969
30.4077,21,2.777094,-4.956174482020696
0.0,12,2.792749,-5.1135342469962435
33.861149,22,2.815649,-8.591914073345805
25.986982,20,2.838493,4.935838023701755
0.0,13,2.853837,-5.075826763065837
31.292761,22,2.881774,-5.484244837126501
0.0,11,2.895628,-4.386480447336824
0.0,15,2.907994,1.1649473408495443
15.614027,18,2.92574,2.193234784255241
16.270666,18,2.94659,-6.317567090809363
5.981707,16,2.962662,2.6306490288334925
25.431019,20,2.984808,-2.3190034879001518
68.043884,31,3.017551,5.712881761652878
0.0,11,3.028324,-3.443417522021832
0.0,12,3.040559,-2.428153570699344
67.796219,30,3.074957,12.254630375784087
0.0,12,3.085737,-2.5833664034367545
15.695833,18,3.103626,2.650057920041812
0.0,9,3.113039,-2.108224413357605
65.711998,30,3.147004,4.789741408639658
31.64357,21,3.170273,5.548451556983199
0.0,14,3.18514,-5.332651705876772
21.007399,19,3.207778,6.474000965022169
16.701128,18,3.227709,3.4527035917748177
21.870243,19,3.248677,2.0504029580166607
0.0,15,3.262517,-2.8785028278825084
0.0,12,3.276846,-7.070411629745749
27.641253,20,3.301372,1.651910625959656
50.75523,26,3.328474,0.007033009712824834
0.0,12,3.342294,-2.4555802606812662
