#{"t_start": 1789349364.520355, "env_id": "Walker2d-v5"}
r,l,t,task_return
0.0,10,0.635431,-0.2016566262786159
0.0,14,0.662243,-1.721379808945749
0.0,11,0.685615,-2.52525856284844
15.830625,18,0.721182,-8.803744442651759
53.827679,27,0.785576,-1.247272775276557
0.0,6,0.801546,-5.116802494486958
0.0,14,0.827952,2.6347724764954794
11.367236,17,0.866465,1.4117492628540824
28.919241,21,0.906328,-3.8674054305360652
0.0,14,0.937127,1.421662864323428
0.0,10,0.957654,-0.25600532092827466
29.884644,21,1.004264,-6.953158427881362
0.0,12,1.029566,-4.892183230433668
16.762522,18,1.066956,-7.251397268460934
30.979801,22,1.107983,-3.202348905158029
0.0,12,1.133335,-2.9253461406029584
0.0,11,1.154505,-4.107992336445193
0.0,11,1.180265,-4.273006357632471
37.342068,23,1.230102,0.2559586934424274
55.190819,27,1.283957,0.3834232247983814
0.0,12,1.302032,-2.871036666672288
0.0,13,1.32625,-5.632148073472322
48.130299,25,1.381059,1.6221897620022903
0.0,13,1.400475,-0.10705531391649203
0.0,11,1.418799,1.1109796360617703
0.0,15,1.447842,-3.2928902761839587
44.474651,24,1.493091,7.57994843714757
31.258675,21,1.534784,1.839968307016124
0.0,13,1.557162,-0.7478327578003359
63.510353,30,1.637704,9.733739356360136
0.0,13,1.663998,-2.692586885434423
0.0,14,1.688478,-4.039445341487937
70.057777,30,1.744628,8.448274554087481
0.0,12,1.767985,-6.2363208520064415
11.282918,17,1.804415,-2.518536125219133
96.385254,41,1.889921,17.049826612025488
63.636395,29,1.961288,9.009570822963108
0.0,14,1.992939,2.5678988344831977
16.712473,18,2.038371,-1.700585667832818
16.701921,18,2.079651,-7.792933629497466
0.0,11,2.10728,-1.7573246170630716
0.0,12,2.136895,-3.858050862807688
64.378197,32,2.217818,-1.953468728249132
26.86124,20,2.265926,4.972235555543233
55.304817,27,2.326729,-3.918770003705767
37.566315,23,2.387599,1.84548268161454
11.047187,17,2.425854,-1.2611245964855389
0.0,15,2.458543,-14.263626232428667
21.129374,19,2.499651,1.3819006316057223
11.001012,17,2.532279,-8.511261868441585
21.407284,19,2.575167,6.7835184240390225
20.453413,19,2.614475,2.280600515347517
34.933559,22,2.664978,-5.111985747066385
5.952961,16,2.699235,2.537670201260363
46.628361,25,2.750774,-2.188026861550444
0.0,14,2.779808,-1.7981632055446628
0.0,11,2.803606,0.24053375336560712
0.0,10,3.341836,-2.477175861861037
0.0,11,3.36455,-2.1100088394608756
0.0,14,3.401025,-4.457315179384832
80.268135,34,3.488427,-3.2876566492733064
5.880827,16,3.521758,-6.3169474771226035
0.0,15,3.552988,4.738629977547864
19.986393,19,3.595036,1.0425167876309613
75.802177,32,3.664913,3.0886587046525493
35.477425,22,3.718477,-3.7720313517021236
0.0,11,3.744727,-2.8116287424746966
72.575256,33,3.818769,1.5229672730612631
35.105171,22,3.868631,-12.76897261246954
37.001949,23,3.921354,4.392145289535324
16.434134,18,3.960411,-3.3897685330569947
25.488724,20,3.998246,5.919461466438843
35.771679,23,4.060669,-5.689843115391593
0.0,15,4.093632,1.7316379324730813
5.883265,16,4.121967,-6.085130268374428
5.967188,16,4.158595,-2.1540234587551925
24.572617,20,4.202688,-12.272201310785318
0.0,12,4.236265,-2.854339446992601
58.878906,27,4.298563,-12.644420632009794
88.575157,36,4.386021,17.972051898119346
49.917355,26,4.447064,3.4634398788722867
66.507301,30,4.51912,-0.8263668702553404
0.0,12,4.542807,-1.3022977070205766
63.183895,31,4.60412,0.5819691650664724
0.0,10,4.623375,-7.445383415946095
33.045147,22,4.6743,6.035431847049585
0.0,11,4.705364,-0.4516407367697235
20.761524,19,4.744915,4.179522437843851
0.0,12,4.765001,-1.2407924024181598
0.0,13,4.788814,-5.451692764839013
63.178204,29,4.858533,13.082468560062262
5.892731,16,4.895781,-4.324355421047036
30.980536,21,4.947694,4.9331455351477675
0.0,11,4.974475,-7.061556704236944
20.139904,19,5.019222,3.010372747364163
66.349594,28,5.082861,1.1728169774020658
16.290682,18,5.122338,-6.288374914730682
106.41111,43,5.226373,22.655683417906783
20.859118,19,5.262441,-3.4878691731167812
0.0,8,5.276899,-3.6561104644128304
15.848433,18,5.318533,0.08274502259183492
67.438698,30,5.392676,-2.7904463723467154
5.978908,16,5.427976,5.163837347656435
33.640873,22,5.491422,-4.961360658891182
75.869865,32,5.584955,-7.893721477925034
0.0,12,5.61129,-2.727057223926307
21.185717,19,5.657539,-4.9522528699153145
30.272516,21,6.311526,-6.969905390399517
114.982689,49,6.464149,-8.037477923077901
41.598873,24,6.540377,-0.5643229669395248
0.0,15,6.582403,-1.1782457787225877
20.801052,19,6.640783,-0.13555791783402849
0.0,12,6.676717,-2.3071893689493965
0.0,15,6.724594,2.7812774979344486
105.686844,47,7.049614,-0.13210039403313711
0.0,11,7.096788,-2.8617501734399875
107.46682,51,7.294537,21.604699062942323
61.366459,29,7.396402,-7.035715710589779
20.545393,19,7.500645,2.6291513646374494
70.690407,31,7.831289,-2.590051492601238
25.982162,20,8.006338,-7.735148386585604
52.539928,27,8.641263,-3.2595905615034257
36.421741,22,8.827384,10.1897354829747
0.0,11,8.933787,-1.058839102714553
65.939888,30,9.459598,-1.9175962741594066
41.66814,24,9.672874,-4.17883702163642
32.778858,22,9.794583,-6.246804994139994
16.870947,18,9.875413,9.498369152322008
81.550125,38,10.088244,13.475872727646268
77.612213,33,10.256025,10.800725758800874
55.195965,27,10.397693,-1.4279424607951257
30.488365,21,10.468244,7.918377262183894
18.528866,19,10.553075,-4.395842695081097
60.658264,27,10.726849,5.085879150843853
51.00742,26,10.848525,-1.2151394498917367
60.433758,29,10.953331,-5.463328601441239
23.994917,20,11.041758,-6.821089763315981
79.169487,37,11.180799,14.874933601102498
0.0,12,11.226192,-4.13212184319043
0.0,10,11.268911,-4.586394713402983
35.43515,22,11.359712,4.271933623496681
0.0,15,11.464652,-4.832312730356497
70.519157,31,11.726413,2.3999331195483453
22.799604,20,11.835047,1.7005471515698078
53.597183,28,11.958974,-0.8532706531364034
6.073593,16,12.052194,3.752723290899773
68.419975,31,12.238165,2.7872110909511836
29.309042,21,12.321843,-16.68719670505282
90.785515,38,12.503408,-11.002007833359288
106.529915,42,14.111786,16.496016660623877
33.19495,22,14.204656,-6.304682407142342
79.237022,33,14.451085,3.5587454934606733
5.901598,16,14.507357,1.97327407717512
16.502781,18,14.569592,1.0289394455216319
110.806358,49,14.752471,21.99843162658364
26.22674,20,14.879663,-3.551480370145495
81.443047,36,15.038676,7.3838175517979625
87.661804,39,15.203817,10.878268400812793
15.969141,18,15.26917,-5.310532003890078
58.088245,28,15.39874,1.7492495685406906
112.773224,53,15.636421,-2.702444556179312
59.604389,28,15.75223,0.3135214447521677
57.714756,29,15.860342,5.234708279638563
46.222008,25,15.95083,4.2655769523452465
101.110809,43,16.092884,13.158854443826819
107.87365,43,16.25203,24.524603143934513
0.0,11,16.293784,-0.637393677044598
75.550385,33,16.396977,4.566539167515516
30.328049,21,16.461289,-7.619348308882803
0.0,11,16.49078,-8.824539386973319
111.727356,54,16.665732,12.267452587918399
50.313423,25,16.737131,-1.9666875616041644
108.279945,42,16.880565,14.936195344418636
16.603319,18,16.932102,-8.308498972233888
55.350185,27,17.020454,3.306837391028075
62.056454,28,17.115807,-13.11331362318872
49.29726,26,17.19437,-0.6560812199889501
48.437759,25,17.278351,-1.4301325303843904
15.816613,18,17.333049,1.3117783021501104
70.093506,31,17.450796,7.56491133659286
92.069893,37,17.57541,12.473152356993461
54.316776,27,17.677442,-1.085049506615524
46.353809,24,17.794294,5.003559645052524
50.289631,26,19.0784,-6.756030743944234
61.438206,29,19.21859,0.4345454470667611
73.449738,31,19.375075,21.081540820508106
104.620979,44,19.640899,17.443820984884162
66.419441,29,19.803944,0.5305895724121275
98.247673,39,20.022899,3.9412180359939777
46.469288,25,20.160949,-6.879286499764845
29.944092,21,20.272683,-2.3932928244134937
112.862183,49,20.547808,10.099815248994124
53.813004,28,20.716297,5.806422596556102
97.600227,41,20.951186,9.304390122220699
140.834335,88,21.517141,20.02596570944652
127.562737,61,21.832677,0.2432826535649255
108.562645,45,22.121847,4.443903364188316
113.713699,47,22.319083,-0.08696265787477708
127.031143,63,22.634891,-20.391959975413346
74.92318,32,22.792326,7.628878135162195
0.0,15,22.865022,0.6962249534072014
142.180481,95,23.313489,59.770620799867494
82.647034,33,23.488609,-1.5338959428304708
57.183102,28,23.627592,-3.9092465874314586
45.82291,24,23.727273,4.988053331037491
5.963555,16,23.796725,1.3992742313267423
65.600227,31,23.932943,-7.184379316406488
