#{"t_start": 1789349364.525169, "env_id": "Walker2d-v5"}
r,l,t,task_return
104.04467,43,0.698284,3.5179111696509295
114.010445,51,0.813964,23.85379088251272
29.635853,21,0.857016,-8.099305131454388
81.0951,32,0.922262,11.639107065408865
89.558655,35,0.998069,5.305203004068289
87.982719,37,1.073739,11.832158292947364
49.401943,25,1.122532,-2.110128245492427
64.324249,29,1.185034,-6.4536239995304
40.537521,23,1.235899,-6.165029245682682
0.0,13,1.256458,-0.5526194911319516
24.784248,20,1.294465,-2.2665737294940396
51.929779,26,1.346012,6.52166275282066
11.222855,17,1.382569,-2.676729781512563
34.542255,22,1.417383,-8.633882989897499
30.51388,21,1.454538,6.8312187696967
68.373543,31,1.516884,-1.2926460439739964
0.0,12,1.538063,-3.576053251577319
29.843739,21,1.590261,5.7367256333944345
17.216606,18,1.636317,-2.359954021006158
0.0,11,1.657548,-7.613781556964944
0.0,14,1.681653,-1.2089292981075128
0.0,15,1.706279,-1.7367406271098456
0.0,14,1.735635,0.550757823997583
58.962086,28,1.793994,8.855702668976678
5.806016,16,1.822931,-4.757911322039277
0.0,15,1.852562,0.86685564456692
84.632523,34,1.939059,10.048858807359709
104.635521,43,2.039774,11.964227019453183
60.350056,28,2.108102,5.365732240289157
24.569931,20,2.157253,2.0760307383525944
87.645653,34,2.245459,5.207018419855507
16.674986,18,2.28057,6.249404829267562
84.71476,35,2.370048,-2.8015679093687846
11.313366,17,2.411696,4.230972481335745
0.0,13,2.437906,2.1424727002525703
25.885744,20,2.482799,7.890893314795881
21.120882,19,2.520564,-2.551951956792858
20.137985,19,2.562894,-2.5481684208413258
0.0,10,2.58285,-5.098423796463876
5.835073,16,2.615136,-10.043229342661572
45.113953,24,2.67339,-1.6274836752910566
15.68469,18,2.707352,1.7192362317522163
0.0,15,2.738914,-1.9771537816051508
0.0,12,2.76624,-5.694766303486136
59.983822,29,3.344569,17.534047143497446
58.302681,28,3.41614,-0.7149322847595111
33.782471,23,3.472769,-8.522034129480037
75.49852,32,3.539759,18.506456365729694
56.655998,27,3.601757,0.8230611877760012
56.620232,27,3.657272,-6.902610291594055
74.232101,33,3.737858,0.06018343733084519
0.0,10,3.755737,-3.104848507583669
50.674095,25,3.81675,0.34650195176748655
20.661699,19,3.858526,-6.476414799204466
