#{"t_start": 1789349368.7128792, "env_id": "Walker2d-v5"}
r,l,t,task_return
19.666718,19,0.640553,1.8960292037491602
0.0,14,0.667138,-0.7316757635583333
0.0,10,0.684208,-2.4125866734280734
0.0,10,0.698029,-3.218249953224796
0.0,9,0.71743,-2.6135681640381865
34.216492,22,0.756395,4.522932750933981
0.0,11,0.777602,-1.4379696788256697
0.0,11,0.800041,-5.8050103378441404
0.0,12,0.823934,-5.23134907346479
34.140743,22,0.86839,-11.893474265685485
6.021629,16,0.90135,4.987967691242928
21.297335,19,0.947513,-6.392040184983086
0.0,13,0.976861,-1.152335223161496
0.0,14,1.00327,-0.05617761413919814
0.0,7,1.016692,-3.217034681923762
0.0,14,1.038771,-1.1817442554887236
29.718679,21,1.077437,2.0917775050615606
0.0,12,1.100815,-0.30034417590770746
72.012161,33,1.176778,8.490090367823424
11.050913,17,1.215805,-13.665163097610137
73.670464,33,1.295521,8.586750727270939
21.276785,19,1.338323,6.910095927747354
0.0,13,1.365647,-0.9714633710929768
0.0,15,1.396963,-3.102902104293888
5.953515,16,1.4319,2.359724999332291
10.757445,17,1.473745,-6.580455670784567
6.027695,16,1.50454,-5.747302139490706
0.0,11,1.527388,-5.238981250211683
0.0,14,1.560659,-2.3623931902263973
5.812556,16,1.592538,-10.214844057185648
87.025978,37,1.675838,14.564215823571338
0.0,12,1.70137,-1.785139903653748
0.0,13,1.735877,-0.8931089382753469
15.381697,18,1.780335,3.808127456592107
25.517088,20,1.823892,-6.3570411780626985
0.0,14,1.846412,-0.12822457112385677
0.0,12,1.868851,-2.1564008446491996
35.524677,23,1.911807,-2.6136504409025183
0.0,9,1.929663,-3.0700205917007866
16.628891,18,1.973812,-8.09275808790722
0.0,14,2.041176,-0.8378405548636496
0.0,10,2.083024,-4.278309304957966
24.289635,20,2.131823,8.047136513636412
80.13105,38,2.230938,3.5545899787698207
10.551985,17,2.271489,-2.007018602482859
0.0,15,2.304142,-0.0073423091109812155
60.272449,28,2.373242,4.24812884334646
86.474365,38,2.474639,12.169720747964876
63.67548,28,2.547834,6.498222530785106
5.909538,16,2.584692,1.0136567127656189
0.0,15,2.631637,-1.5798906923790432
