#{"t_start": 1789349368.702841, "env_id": "Walker2d-v5"}
r,l,t,task_return
10.418523,17,0.645136,-1.4531258995993845
0.0,14,0.670907,-0.20896415642542776
0.0,13,0.695028,-1.0299160965600123
0.0,14,0.719004,-0.41906430016694585
0.0,13,0.742056,-6.352284411859396
11.075951,17,0.773326,2.9227233411916025
65.218437,30,0.832929,3.0070097648266554
35.33392,22,0.877562,-9.858301392779135
58.98061,27,0.937802,11.030559349314819
43.175205,24,0.992214,-4.201639704439788
15.241757,18,1.026165,-12.090403969732762
0.0,13,1.046578,-0.3205571531424707
54.898663,27,1.098268,3.676575592851563
66.948204,30,1.161615,7.097973121450164
0.0,12,1.189916,-5.658442864598087
54.296886,27,1.253384,-0.08116580084853708
0.0,15,1.290815,-1.6531402761578085
6.039508,16,1.325673,-11.369292264969761
26.596525,20,1.369722,-1.0986502529309716
0.0,14,1.399887,-5.788443529615712
36.830532,22,1.449187,4.420906264639699
21.559769,19,1.492712,-4.87172687208127
65.173073,30,1.559966,8.114934429030502
16.16926,18,1.59326,4.714713895825437
59.182152,28,1.657659,-6.59519577380212
113.677933,45,1.764258,14.101480561951655
61.290897,29,1.827832,8.463945413126579
0.0,14,1.852107,-3.5248991280893227
0.0,8,1.866861,-2.4780462210416463
0.0,9,1.88276,-2.2047034611561442
45.376972,24,1.929345,-4.256559979865647
0.0,14,1.959981,-3.4759187137558096
0.0,14,1.994225,-11.945716991284966
21.509628,19,2.092234,6.810325579822179
62.061619,28,2.162389,-6.187594768738483
19.644978,19,2.215341,2.581367416995382
0.0,9,2.23538,-4.01886381737419
42.173595,24,2.290912,-3.9770580134490885
11.288702,17,2.331502,1.5809619589564656
0.0,12,2.358897,1.3432968504721028
79.194214,37,2.454098,-11.539932635866602
11.340192,17,2.502349,-0.8460125086323862
0.0,11,2.532092,-6.560428273303366
39.955173,23,2.586783,0.30221378231208296
37.695568,23,2.6695,1.2368304145094533
27.484413,21,2.805294,-4.482650240938713
24.557774,20,2.894841,7.792762400757188
26.200338,20,2.945687,-5.48293242225763
10.721031,17,2.997938,0.9917698619166193
0.0,8,3.02166,-3.370992722327587
0.0,9,3.058446,-2.679290129523921
0.0,11,3.103278,-0.3930028727582142
5.85943,16,3.138848,4.209859345743835
132.944382,90,5.986275,25.728312807370024
0.0,15,6.04835,-4.151993135777725
26.076307,20,6.145286,4.183701254766405
31.535795,21,6.22006,-13.011575419386986
21.96776,19,6.280708,1.0597642775278915
48.669048,25,6.366857,0.13168856623182923
0.0,11,6.415075,-5.030894691872514
39.604053,23,6.531318,-6.2489456822747895
11.11826,17,6.612236,0.8711790275930533
10.630638,17,6.680726,-2.146958903411569
55.041546,26,6.771189,6.505052638573858
91.702087,41,6.938928,17.82471125400687
49.584988,26,7.033074,4.487362604816578
30.788895,21,7.102347,-4.026483344785559
