#{"t_start": 1789349368.700161, "env_id": "Walker2d-v5"}
r,l,t,task_return
49.785007,27,0.667989,-4.347019564872542
0.0,11,0.689338,-2.752601600257659
42.73431,24,0.729482,-4.6583589319456715
33.635841,22,0.7677,1.7230884695651623
34.531746,22,0.811423,8.079455600960328
34.424541,22,0.857512,-12.374257861716703
25.763042,20,0.897091,-6.546756943285998
27.948711,21,0.945702,2.5591385211455644
0.0,9,0.965586,-4.679583024499915
0.0,11,0.990603,-8.480246883987293
0.0,14,1.017183,-2.740310933526067
0.0,13,1.041264,-3.2929346861176554
0.0,12,1.059353,-5.740038671812565
0.0,11,1.077501,-3.5088959966133935
0.0,14,1.107389,-4.011710748106749
11.452118,17,1.140716,-3.1534865647053594
0.0,12,1.171913,-2.4051861151310616
5.819959,16,1.209091,-7.00902534174939
48.435246,25,1.269479,-5.05622256393142
0.0,15,1.304636,2.407695461741301
0.0,15,1.338667,-3.8899428595372743
32.22089,21,1.383816,4.0237507286474345
58.642616,27,1.44022,-4.970880813223033
16.06296,18,1.485049,8.0331806247102
0.0,9,1.502845,-5.4681491682751595
0.0,13,1.525757,-4.253015601440929
10.987411,17,1.569493,-4.682239261561062
0.0,13,1.593202,-3.255093485904357
0.0,11,1.620265,-5.551928853460532
0.0,14,1.648722,4.952002634464871
34.131271,22,1.699483,0.34525018030697363
5.891379,16,1.735058,-0.626323366555479
16.135399,18,1.783974,-4.497229652249666
25.626753,20,1.824154,-1.9484595714303956
0.0,12,1.848222,-8.697910587433906
78.219017,36,1.911055,6.289633570265326
101.901718,41,2.018756,2.3739250502930638
22.533718,19,2.104057,-2.1575688753468247
0.0,11,2.129369,0.861685412551205
6.001157,16,2.173423,0.04148740615282276
19.960285,19,2.224455,1.7502026926534184
0.0,10,2.247704,-0.8178233284522078
0.0,12,2.274641,-0.16682327250626727
74.391251,31,2.347142,2.331918346967754
51.472008,26,2.410575,-0.10686264175977223
77.913963,34,2.504329,10.288903851269469
0.0,8,2.526375,-4.774615443865711
5.895768,16,2.565049,-0.09992202231639269
21.721628,19,2.60988,1.9664829189817132
0.0,11,2.652416,-7.783536028132729
0.0,14,2.783532,-4.275276446381005
15.81308,18,2.868457,-1.394757511895384
63.410267,30,2.94293,9.902840814056326
0.0,10,2.972674,-4.995439722853747
57.077194,28,3.071321,-0.847864654551272
35.105129,22,3.133091,0.5454161662489638
58.263016,28,5.658528,-5.681503408985889
0.0,10,5.71708,-7.631902941504947
48.614594,25,5.853012,-2.8566269198969456
29.571304,21,5.949592,-5.90045110587323
0.0,15,6.01314,3.1261661622875674
83.895477,36,6.171271,11.453159164787523
0.0,14,6.222116,-4.378796514008682
29.873592,21,6.29299,4.210994146244516
16.775311,18,6.347488,3.21965918083009
53.258133,28,6.476273,-4.9643709135006775
76.218712,32,6.629748,6.786523239110446
91.61319,37,6.764791,-2.2283124345991885
6.113212,16,6.81504,2.598909387169602
54.356491,27,6.94078,3.1518804850198956
45.779552,25,7.032771,-4.001071125383616
55.648167,27,7.123293,-1.3004554982824041
0.0,13,7.170073,-2.037919761034426
0.0,13,7.213183,-3.7897131966563613
0.0,10,7.35499,-4.427565580830345
42.01104,24,7.505651,-1.7901359706027016
88.579079,36,7.685624,-6.321840174763903
0.0,13,7.742442,-0.7068526370284651
64.461319,32,7.928785,0.361239888234276
0.0,15,8.005983,1.2848350273959082
25.083578,20,8.091736,4.946807507213794
73.740677,31,8.20628,3.879480912812644
41.415012,24,8.33945,1.518571776665059
36.042152,22,8.436496,-6.086774224697114
46.937378,24,8.540046,-2.559672833066482
16.540895,18,8.615433,-0.6272801536324011
38.626755,23,8.884192,-5.161218700586577
96.240036,40,9.084336,1.2432230572853913
0.0,13,9.216152,-2.899243603977401
133.389633,62,9.673346,15.148585426061576
53.021564,29,9.798681,7.695721635880769
21.46838,19,9.879495,0.5430662305462652
24.875034,20,9.953619,-2.1682094871493436
47.729736,25,10.043944,6.935990649534831
0.0,11,10.103249,-7.831474221862186
43.764454,25,10.260572,-6.012723846954246
39.305508,23,10.332733,-3.9792052248405545
0.0,13,10.364114,-8.321119094671976
0.0,13,10.403308,-2.7706825847435494
47.564308,25,10.483871,-5.879180200188934
0.0,15,10.518543,-1.9193974230730746
67.640327,29,11.357449,17.220654179090563
33.62051,22,11.432576,-7.515157770639343
70.503738,33,11.54828,1.6873490515854095
37.099804,23,11.620491,-2.467652048285672
78.934029,34,11.729986,7.205238996607389
53.793156,27,11.824457,1.6907793704751954
69.412292,31,11.930066,-0.9239202901663222
80.797447,36,12.031643,13.922939569716522
11.217591,17,12.086943,-2.689118228976749
74.996353,31,12.199646,5.323153268923864
41.082191,23,12.266212,3.6225428800198745
38.098339,23,12.328789,-6.03760525893795
44.461891,25,12.402812,-8.68363925464685
38.045841,23,12.464639,-1.6652393482018606
117.575729,59,12.663952,10.819990361601675
43.389301,24,12.729318,-5.360596343912059
46.596489,25,12.808804,-4.09383375576852
51.134075,26,12.887302,1.905656972752198
22.277466,19,12.944404,-3.200950134828085
89.444321,36,13.063352,-1.0257683342936763
0.0,14,13.102402,-1.032231671539832
41.937923,24,13.172108,-4.568459999699851
0.0,11,13.207899,-2.8190578560547803
54.611393,26,13.282667,-6.625585972399905
105.918961,44,13.42178,13.591801218598103
88.528183,38,13.53439,-1.2816031170661986
16.558388,18,13.59803,-3.5376471671263987
10.687639,17,13.67421,-4.751992445785435
