#{"t_start": 1789350253.1537778, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
10.932226,32,1.937338,10.9322261129035,-0.15979820567458355,32,0.0
2.471054,15,1.940607,2.471054454598983,-0.09185680475665677,15,0.0
-0.766187,13,1.943228,-0.7661867046170243,-0.10180732219751949,13,0.0
-9.593554,21,1.947432,-9.593554399564944,-0.23620143082370676,21,0.0
3.993434,17,1.95077,3.993433990454398,-0.09565577490164634,17,0.0
-7.803235,14,2.13735,-7.803234555070771,-0.16608591796932012,14,0.0
-2.031213,23,2.14212,-2.031213396951058,-0.19166754542030742,23,0.0
1.655174,21,2.14617,1.655173984448766,-0.1461879653820815,21,0.0
9.081506,27,2.151905,9.081506161365077,-0.13465039502552617,27,0.0
1.404882,19,2.155694,1.4048822267955887,-0.13230817797487843,19,0.0
-2.564172,13,2.158257,-2.5641715805985577,-0.1162627033777599,13,0.0
19.600367,41,2.166309,19.600366890145395,-0.16214467135206667,41,0.0
10.668815,26,2.171406,10.668815251686416,-0.11399070598174042,26,0.0
18.019082,36,2.178742,18.019082434139335,-0.134967921667627,36,0.0
6.206042,37,2.186089,6.206042238995871,-0.2373721692234615,37,0.0
9.136428,26,2.191368,9.136427861234301,-0.12626154900199818,26,0.0
9.231943,29,2.197078,9.23194347138811,-0.1494544084889206,29,0.0
1.991547,19,2.201179,1.991547222032307,-0.1276179305369623,19,0.0
-2.005535,12,2.203638,-2.005534804195806,-0.10376292523091799,12,0.0
15.155472,37,2.211319,15.155472004414523,-0.16589115726779413,37,0.0
-0.531795,16,2.214414,-0.5317953848587288,-0.12385185823334749,16,0.0
3.912874,16,2.217543,3.912874175127845,-0.08828730770100454,16,0.0
4.302749,15,2.220506,4.30274869198294,-0.07716383513068127,15,0.0
9.07027,26,2.225484,9.070269622234152,-0.12682740443731105,26,0.0
-11.133925,67,2.239433,-11.133925027981407,-0.6154595950125643,67,0.0
9.333485,50,2.429285,9.333485459929058,-0.3161493605681009,50,0.0
-5.792311,24,2.433685,-5.792310697507569,-0.22975707514410088,24,0.0
9.143657,21,2.437687,9.143657414566421,-0.08633906700901561,21,0.0
1.809072,13,2.44097,1.8090724160135605,-0.08122186449845517,13,0.0
22.927881,43,2.449894,22.92788068390468,-0.15152115514555808,43,0.0
3.661254,33,2.45649,3.661254192673522,-0.22589952876441988,33,0.0
-1.881574,27,2.461859,-1.881573875222205,-0.22236527719551205,27,0.0
5.49847,38,2.469437,5.498469671920906,-0.2511399381450412,38,0.0
-0.611087,30,2.475143,-0.6110874807361468,-0.2362376427725084,30,0.0
6.292485,18,2.479118,6.292485121705198,-0.08514285406881869,18,0.0
9.821123,32,2.485626,9.821122519898415,-0.16867073155292722,32,0.0
4.337574,17,2.489384,4.337574330109961,-0.09283565402628595,17,0.0
0.662706,36,2.496423,0.6627058412063653,-0.27378303251909186,36,0.0
-0.009897,29,2.502816,-0.009896798244525495,-0.22339646499659,29,0.0
-2.54025,47,2.512224,-2.54025022024315,-0.3872198235264068,47,0.0
39.798632,69,2.708046,39.79863166850053,-0.22393260450473104,69,0.0
12.479341,33,2.714784,12.479341038645705,-0.15531872432843974,33,0.0
11.226959,40,2.722663,11.226958590222141,-0.22114819868644636,40,0.0
6.651301,18,2.72613,6.651300809542718,-0.08235640858142768,18,0.0
10.073766,36,2.73308,10.073765943797135,-0.19844512586264446,36,0.0
21.052836,45,2.742163,21.052835575974445,-0.18244837240432288,45,0.0
25.115732,83,2.759472,25.115732481436503,-0.4530027845481324,83,0.0
-9.52555,13,2.762066,-9.52555036693142,-0.17186174171673366,13,0.0
31.591962,79,2.777426,31.59196174042183,-0.3692780759006831,79,0.0
6.545123,34,2.784161,6.545122820014286,-0.21077422324239342,34,0.0
18.702163,33,2.79086,18.702162999033007,-0.10557616845833505,33,0.0
-4.073018,13,2.793491,-4.0730184761221375,-0.1282838120617873,13,0.0
7.864851,20,2.797681,7.86485132258411,-0.08859162223916295,20,0.0
11.384949,22,2.802213,11.384949435966192,-0.0764212564759172,22,0.0
27.049446,46,2.992973,27.049446422012107,-0.14248476738818688,46,0.0
3.601186,17,2.996179,3.601185979708896,-0.0987296177397232,17,0.0
3.640255,30,3.001909,3.6402554668266056,-0.2020673457233133,30,0.0
-8.588664,12,3.004225,-8.58866378565554,-0.15635360994977895,12,0.0
89.186905,120,3.02835,89.18690523447295,-0.23555327367035145,120,0.0
1.302896,18,3.032179,1.3028961103366112,-0.12509405586173505,18,0.0
-2.412062,24,3.036948,-2.412062385894974,-0.2026930452880089,24,0.0
10.959731,35,3.044054,10.959730782773521,-0.18348169581130752,35,0.0
9.774497,26,3.049207,9.774496752495173,-0.12123555721887393,26,0.0
17.616612,46,3.05825,17.616612172759424,-0.21789485297851788,46,0.0
9.92648,34,3.065209,9.926479939423208,-0.18376949777133253,34,0.0
26.219717,45,3.074457,26.21971723698943,-0.14100242827416007,45,0.0
24.44084,48,3.083781,24.440840011018693,-0.17928888709080676,48,0.0
8.619155,28,3.089741,8.619154559367999,-0.1462764943946994,28,0.0
